#Timestamp	T0 - GPD IFplate (C)	T1 - GPD drift (C)	T2 - GPD mech (C)	T3 - Tank TC (C)	T4 - GTC TF Outlet (C)	T5 - AC TF Outlet (C)	T6 - Ambient (C)	T7 - Tank PT100 (C)	TJulaboInternal (C)	P0 - Setra AC (mbar)	P1 - Setra Filling (mbar)	P2 - Omega AC (mbar)	P3 - Omega GTC (mbar)	PressFullrange (mbar)	P4 - MKS AC (mbar)	P5 - MKS GPD (mbar)
2024-02-15 15:46:33.245	22.74	22.72	22.34	22.47	23.01	22.60	22.52	20.74	22.10	 884.99	 337.29	1187.17	1013.37	3.000E-3	1196.96	 650.57
2024-02-15 15:46:34.244	22.73	22.66	22.31	22.66	22.98	22.60	22.55	20.73	22.13	 884.67	 337.92	1187.64	1012.59	3.000E-3	1196.98	 650.59
2024-02-15 15:46:35.245	22.70	22.66	22.32	22.79	23.01	22.62	22.54	20.74	22.15	 883.76	 337.97	1188.97	1011.70	3.000E-3	1196.96	 650.59
2024-02-15 15:46:36.245	22.67	22.67	22.32	22.56	23.00	22.60	22.51	20.74	22.15	 883.87	 338.07	1188.65	1011.45	3.000E-3	1196.95	 650.58
2024-02-15 15:46:37.246	22.67	22.65	22.32	22.66	22.97	22.60	22.53	20.74	22.18	 883.81	 338.41	1188.58	1011.53	3.000E-3	1196.95	 650.58
2024-02-15 15:46:38.246	22.75	22.66	22.31	22.71	22.94	22.60	22.53	20.80	22.19	 884.06	 338.07	1189.12	1012.11	3.000E-3	1196.93	 650.57
2024-02-15 15:46:39.246	22.75	22.69	22.32	22.53	22.87	22.65	22.55	20.77	22.19	 884.49	 337.88	1189.77	1011.70	3.000E-3	1196.92	 650.56
2024-02-15 15:46:40.245	22.74	22.68	22.34	22.55	22.89	22.68	22.57	20.72	22.18	 883.88	 338.26	1188.47	1012.92	3.000E-3	1196.97	 650.56
2024-02-15 15:46:41.246	22.77	22.67	22.32	22.66	22.90	22.65	22.56	20.75	22.18	 884.54	 337.81	1188.25	1013.94	3.000E-3	1196.95	 650.55
2024-02-15 15:46:42.246	22.74	22.73	22.34	22.77	22.86	22.62	22.57	20.75	22.14	 884.03	 337.40	1189.73	1012.72	3.000E-3	1196.90	 650.57
2024-02-15 15:46:43.247	22.70	22.70	22.36	22.71	22.87	22.62	22.54	20.73	22.11	 883.74	 337.67	1188.72	1012.96	3.000E-3	1196.92	 650.58
2024-02-15 15:46:44.247	22.72	22.66	22.34	22.76	22.90	22.64	22.56	20.74	22.11	 883.84	 338.34	1189.30	1011.82	3.100E-3	1196.91	 650.58
2024-02-15 15:46:45.248	22.72	22.73	22.32	22.86	22.89	22.69	22.54	20.74	22.05	 883.72	 338.40	1189.95	1011.17	3.000E-3	1196.91	 650.55
2024-02-15 15:46:46.248	22.73	22.68	22.30	22.87	22.89	22.66	22.54	20.81	22.05	 884.96	 337.49	1189.48	1011.78	3.000E-3	1196.92	 650.54
2024-02-15 15:46:47.249	22.73	22.65	22.29	23.11	22.89	22.64	22.58	20.77	22.00	 884.48	 337.14	1189.91	1012.11	3.100E-3	1196.94	 650.52
2024-02-15 15:46:48.249	22.74	22.68	22.29	22.91	22.90	22.65	22.56	20.70	21.97	 883.86	 337.90	1189.30	1012.80	3.000E-3	1196.96	 650.52
2024-02-15 15:46:49.250	22.72	22.67	22.33	22.49	22.88	22.67	22.55	20.72	21.97	 883.72	 337.60	1188.18	1012.92	3.000E-3	1196.93	 650.53
2024-02-15 15:46:50.249	22.73	22.69	22.30	22.43	22.86	22.67	22.56	20.74	21.92	 883.81	 336.91	1188.94	1011.74	3.000E-3	1196.94	 650.52
2024-02-15 15:46:51.250	22.71	22.71	22.26	22.64	22.83	22.64	22.56	20.77	21.90	 884.36	 337.68	1189.23	1012.02	3.000E-3	1196.97	 650.54
2024-02-15 15:46:52.250	22.72	22.66	22.29	22.61	22.86	22.65	22.52	20.74	21.90	 884.63	 337.55	1188.40	1012.23	2.900E-3	1196.95	 650.53
2024-02-15 15:46:53.250	22.74	22.62	22.33	22.21	22.85	22.63	22.52	20.72	21.88	 884.96	 337.28	1188.33	1013.74	3.000E-3	1196.93	 650.53
2024-02-15 15:46:54.250	22.76	22.66	22.36	21.95	22.85	22.67	22.51	20.71	21.88	 884.50	 337.71	1188.07	1014.59	3.000E-3	1196.92	 650.53
2024-02-15 15:46:55.250	22.77	22.66	22.32	22.33	22.87	22.67	22.52	20.73	21.87	 883.91	 337.81	1187.75	1013.37	3.000E-3	1196.92	 650.53
2024-02-15 15:46:56.250	22.73	22.70	22.36	22.18	22.86	22.62	22.54	20.72	21.88	 883.60	 338.09	1188.22	1014.19	3.000E-3	1196.88	 650.53
2024-02-15 15:46:57.251	22.70	22.71	22.37	22.16	22.89	22.59	22.53	20.71	21.88	 883.34	 338.42	1189.26	1013.98	3.000E-3	1196.86	 650.54
2024-02-15 15:46:58.251	22.74	22.66	22.32	22.50	22.90	22.56	22.55	20.76	21.89	 883.75	 338.46	1190.05	1012.84	3.000E-3	1196.97	 650.54
2024-02-15 15:46:59.251	22.75	22.68	22.31	22.68	22.84	22.63	22.56	20.73	21.89	 883.65	 338.10	1189.48	1012.15	3.100E-3	1197.02	 650.53
2024-02-15 15:47:00.251	22.72	22.68	22.30	22.83	22.84	22.63	22.54	20.73	21.91	 883.43	 338.54	1189.41	1011.33	3.000E-3	1196.96	 650.53
2024-02-15 15:47:01.251	22.70	22.62	22.32	22.48	22.85	22.56	22.54	20.71	21.92	 883.80	 338.14	1189.15	1012.31	3.000E-3	1196.93	 650.54
2024-02-15 15:47:02.251	22.70	22.63	22.34	22.35	22.87	22.57	22.55	20.71	21.92	 884.30	 337.41	1188.40	1013.25	3.000E-3	1196.90	 650.55
2024-02-15 15:47:03.251	22.77	22.67	22.33	22.53	22.85	22.60	22.55	20.72	21.94	 884.06	 337.79	1188.40	1012.80	3.000E-3	1196.92	 650.56
2024-02-15 15:47:04.251	22.76	22.65	22.33	22.54	22.85	22.60	22.54	20.73	21.94	 884.09	 338.09	1188.11	1012.39	3.000E-3	1196.94	 650.54
2024-02-15 15:47:05.251	22.72	22.63	22.36	22.24	22.86	22.58	22.55	20.74	21.97	 884.95	 338.10	1188.61	1012.02	3.000E-3	1196.96	 650.54
2024-02-15 15:47:06.251	22.73	22.66	22.35	22.59	22.85	22.56	22.55	20.70	21.98	 884.52	 338.32	1188.83	1012.15	3.000E-3	1196.95	 650.54
2024-02-15 15:47:07.251	22.75	22.66	22.32	22.71	22.90	22.56	22.51	20.71	21.98	 883.22	 338.28	1188.54	1012.19	3.000E-3	1196.90	 650.54
2024-02-15 15:47:08.252	22.80	22.63	22.36	22.49	22.86	22.59	22.52	20.75	22.01	 883.71	 337.64	1189.05	1011.82	3.000E-3	1196.91	 650.54
2024-02-15 15:47:09.252	22.79	22.63	22.35	22.62	22.79	22.58	22.54	20.76	22.01	 884.41	 337.80	1189.44	1011.98	3.000E-3	1196.95	 650.53
2024-02-15 15:47:10.252	22.79	22.66	22.31	22.43	22.82	22.61	22.50	20.74	22.02	 884.55	 338.04	1188.72	1012.84	3.000E-3	1196.93	 650.54
2024-02-15 15:47:11.252	22.75	22.65	22.31	22.39	22.84	22.63	22.51	20.75	22.03	 884.12	 337.88	1188.65	1013.21	3.000E-3	1196.94	 650.55
2024-02-15 15:47:12.252	22.69	22.65	22.34	22.37	22.84	22.63	22.55	20.74	22.03	 884.29	 337.51	1188.87	1013.25	3.000E-3	1196.92	 650.54
2024-02-15 15:47:13.252	22.72	22.66	22.31	22.25	22.86	22.64	22.50	20.73	22.02	 884.42	 337.06	1188.65	1012.96	3.100E-3	1196.92	 650.54
2024-02-15 15:47:14.252	22.74	22.69	22.32	22.20	22.87	22.64	22.49	20.72	22.02	 883.57	 336.85	1189.48	1012.35	3.000E-3	1196.92	 650.55
