#Timestamp	T0 - GPD IFplate (C)	T1 - GPD drift (C)	T2 - GPD mech (C)	T3 - Tank TC (C)	T4 - GTC TF Outlet (C)	T5 - AC TF Outlet (C)	T6 - Ambient (C)	T7 - Tank PT100 (C)	TJulaboInternal (C)	P0 - Setra AC (mbar)	P1 - Setra Filling (mbar)	P2 - Omega AC (mbar)	P3 - Omega GTC (mbar)	PressFullrange (mbar)	P4 - MKS AC (mbar)	P5 - MKS GPD (mbar)
2024-02-16 18:08:17.799	22.48	22.48	22.12	22.69	22.96	22.67	22.13	21.25	22.02	 903.83	   1.28	1187.86	  -3.01	9.400E-6	1195.44	   0.02
2024-02-16 18:08:18.800	22.52	22.48	22.12	22.68	22.90	22.69	22.15	21.23	22.03	 903.43	   1.28	1187.57	  -2.84	9.400E-6	1195.46	   0.03
2024-02-16 18:08:19.801	22.56	22.44	22.11	22.75	22.92	22.71	22.08	21.27	22.03	 902.74	   1.28	1188.07	  -1.17	9.300E-6	1195.49	   0.04
2024-02-16 18:08:20.800	22.54	22.48	22.12	22.92	22.93	22.69	22.13	21.24	22.03	 902.78	   1.28	1188.76	  -2.35	9.300E-6	1195.49	   0.04
2024-02-16 18:08:21.800	22.53	22.46	22.14	23.17	22.88	22.67	22.20	21.21	22.03	 903.94	   1.28	1188.29	  -1.70	9.200E-6	1195.48	   0.05
2024-02-16 18:08:22.801	22.52	22.43	22.13	22.91	22.91	22.68	22.16	21.25	22.02	 904.14	   1.28	1187.75	  -0.76	9.300E-6	1195.46	   0.04
2024-02-16 18:08:23.800	22.54	22.42	22.09	22.43	22.93	22.72	22.15	21.24	22.02	 903.58	   1.28	1187.57	  -1.90	9.200E-6	1195.44	   0.02
2024-02-16 18:08:24.800	22.54	22.46	22.10	22.28	22.92	22.70	22.15	21.19	22.02	 903.58	   1.28	1188.00	  -3.05	9.200E-6	1195.45	   0.03
2024-02-16 18:08:25.802	22.52	22.47	22.12	22.40	22.92	22.69	22.13	21.23	22.02	 903.01	   1.28	1189.51	  -4.23	9.200E-6	1195.46	   0.04
2024-02-16 18:08:26.802	22.51	22.46	22.11	22.51	22.88	22.69	22.14	21.25	22.02	 903.18	   1.28	1188.22	  -3.54	9.400E-6	1195.47	   0.04
2024-02-16 18:08:27.801	22.53	22.45	22.10	22.73	22.86	22.67	22.15	21.22	22.02	 903.79	   1.28	1186.24	  -1.70	9.300E-6	1195.47	   0.04
2024-02-16 18:08:28.802	22.54	22.45	22.10	22.53	22.87	22.67	22.14	21.22	22.02	 903.84	   1.28	1187.32	  -0.88	9.400E-6	1195.47	   0.04
2024-02-16 18:08:29.803	22.49	22.45	22.10	22.54	22.87	22.70	22.15	21.26	22.02	 903.59	   1.28	1188.11	  -2.76	9.500E-6	1195.47	   0.04
2024-02-16 18:08:30.802	22.51	22.45	22.10	22.67	22.88	22.68	22.13	21.21	22.02	 903.28	   1.28	1187.35	  -2.07	9.700E-6	1195.46	   0.04
2024-02-16 18:08:31.803	22.54	22.48	22.12	22.37	22.92	22.66	22.14	21.17	22.02	 903.32	   1.28	1187.43	  -2.03	9.600E-6	1195.45	   0.03
2024-02-16 18:08:32.803	22.51	22.47	22.11	22.65	22.95	22.67	22.12	21.25	22.01	 903.64	   1.28	1187.61	  -1.98	9.600E-6	1195.42	   0.02
2024-02-16 18:08:33.802	22.48	22.46	22.11	22.78	22.92	22.70	22.12	21.28	22.01	 903.56	   1.28	1187.35	  -1.78	9.600E-6	1195.39	   0.02
2024-02-16 18:08:34.803	22.49	22.47	22.11	22.51	22.90	22.70	22.16	21.23	22.01	 903.08	   1.28	1186.96	  -1.90	9.600E-6	1195.40	   0.01
2024-02-16 18:08:35.802	22.54	22.45	22.09	22.41	22.92	22.70	22.13	21.27	22.00	 902.92	   1.28	1188.00	  -1.50	9.400E-6	1195.43	   0.02
2024-02-16 18:08:36.803	22.55	22.47	22.12	22.92	22.92	22.70	22.15	21.26	22.00	 903.56	   1.28	1188.43	  -4.52	9.300E-6	1195.45	   0.04
2024-02-16 18:08:37.803	22.53	22.48	22.11	22.78	22.91	22.71	22.14	21.25	22.00	 903.92	   1.28	1188.04	  -5.09	9.200E-6	1195.44	   0.04
2024-02-16 18:08:38.803	22.53	22.51	22.08	22.12	22.92	22.70	22.12	21.23	22.00	 903.91	   1.28	1187.68	  -2.56	9.200E-6	1195.44	   0.03
2024-02-16 18:08:39.803	22.52	22.48	22.09	22.16	22.89	22.67	22.13	21.22	22.00	 904.20	   1.28	1187.46	  -2.39	9.200E-6	1195.47	   0.01
2024-02-16 18:08:40.804	22.53	22.45	22.13	22.73	22.89	22.69	22.17	21.21	22.00	 903.61	   1.28	1186.20	  -2.52	9.300E-6	1195.47	  -0.01
2024-02-16 18:08:41.805	22.53	22.47	22.11	23.10	22.92	22.73	22.16	21.23	22.00	 903.00	   1.28	1186.20	  -1.09	9.200E-6	1195.46	   0.02
2024-02-16 18:08:42.804	22.50	22.46	22.08	22.64	22.90	22.68	22.16	21.24	22.00	 903.00	   1.28	1187.86	  -1.66	9.100E-6	1195.47	   0.03
2024-02-16 18:08:43.806	22.55	22.44	22.11	22.73	22.87	22.68	22.16	21.25	22.00	 903.08	   1.28	1187.68	  -2.64	9.300E-6	1195.47	   0.02
2024-02-16 18:08:44.806	22.51	22.43	22.09	22.97	22.85	22.69	22.15	21.26	22.01	 903.49	   1.28	1187.93	  -2.47	9.200E-6	1195.42	   0.04
2024-02-16 18:08:45.806	22.48	22.45	22.12	22.54	22.89	22.68	22.15	21.25	22.01	 903.10	   1.28	1187.82	  -2.68	9.100E-6	1195.44	   0.04
2024-02-16 18:08:46.805	22.52	22.51	22.14	22.21	22.93	22.71	22.14	21.21	22.01	 903.10	   1.28	1188.07	  -3.58	9.100E-6	1195.49	   0.04
2024-02-16 18:08:47.805	22.54	22.49	22.12	22.57	22.90	22.67	22.14	21.25	22.01	 903.09	   1.28	1188.43	  -4.03	9.000E-6	1195.47	   0.05
2024-02-16 18:08:48.806	22.52	22.48	22.14	22.59	22.89	22.69	22.13	21.24	22.01	 903.62	   1.28	1187.93	  -3.58	9.100E-6	1195.45	   0.04
2024-02-16 18:08:49.807	22.51	22.49	22.09	22.67	22.94	22.68	22.15	21.20	22.01	 904.17	   1.28	1187.53	  -2.84	9.200E-6	1195.45	   0.03
2024-02-16 18:08:50.807	22.54	22.47	22.09	22.97	22.95	22.66	22.13	21.23	22.01	 903.31	   1.28	1187.43	  -3.17	9.100E-6	1195.45	   0.04
2024-02-16 18:08:51.807	22.54	22.44	22.12	22.35	22.91	22.66	22.09	21.27	22.01	 903.40	   1.28	1188.22	  -3.74	9.400E-6	1195.45	   0.04
2024-02-16 18:08:52.806	22.52	22.45	22.08	22.06	22.88	22.68	22.14	21.20	22.01	 903.87	   1.28	1188.07	  -3.70	9.500E-6	1195.47	   0.03
2024-02-16 18:08:53.807	22.53	22.47	22.07	22.33	22.94	22.71	22.13	21.19	22.01	 904.18	   1.28	1187.89	  -2.76	9.100E-6	1195.46	   0.02
